time,seasonal1,seasonal2,trend,exog1,exog2,target
45,-7.071067811865472,4.968561049466213,0.225,-0.7198442083947086,0.5355402502014025,-2.428027677633794
46,-5.000000000000013,4.944154131125643,0.23,-0.4606387709597875,-1.0372431755081557,-0.17918901421050382
47,-2.5881904510252096,4.912832366166441,0.23500000000000001,1.0571222262189157,-0.011017432002135225,2.5870095075830624
48,-4.898587196589413e-15,4.874639560909119,0.24,0.3436182895684614,0.5609307523971261,5.202531889768632
49,2.5881904510252003,4.829629131445342,0.245,-1.763040155362734,-0.09333948115672248,7.0567571095022075
50,5.000000000000005,4.777864028930704,0.25,0.324083969394795,0.3645318225011822,8.35509304173676
51,7.071067811865466,4.719416651541838,0.255,-0.38508228041631654,0.17558273381354203,12.097305853609168
52,8.660254037844387,4.6543687432210215,0.26,-0.6769220003059587,0.17083011597631317,12.524632944430778
53,9.659258262890685,4.582811279349881,0.265,0.6116762888408679,-0.13565748903414873,13.508929709911305
54,9.999999999999998,4.504844339512095,0.27,1.030999522495951,-0.6082904020678548,13.887331524014048
55,9.659258262890681,4.420576967523049,0.275,0.9312801191161986,-0.5607650737125137,14.714687563393838
56,8.66025403784439,4.330127018922194,0.28,-0.8392175232226385,0.3546762572276586,12.71095997428158
57,7.071067811865487,4.233620996141421,0.28500000000000003,-0.3092123758512146,0.009729127759441559,10.03551248276845
58,5.0,4.131193871579974,0.29,0.33126343140356396,-0.06925612230361237,9.83048060513452
59,2.588190451025211,4.022988898833343,0.295,0.9755451271223592,-0.21194502116117628,6.014467431823411
60,2.3886802389739268e-14,3.90915741234015,0.3,-0.47917423784528995,-0.15259442274037588,4.207424079357043
61,-2.588190451025199,3.7898586157272653,0.305,-0.18565897666381712,0.5234558972440697,1.799185894102139
62,-4.9999999999999885,3.665259359149133,0.31,-1.1063349740060282,-0.16762204093401337,-0.49757135136459574
63,-7.071067811865477,3.5355339059327386,0.315,-1.1962066240806708,-0.6705323566507844,-1.9888682526149069
64,-8.660254037844377,3.4008636888545967,0.32,0.812525822394198,0.3718258877700866,-5.450622918642244
65,-9.659258262890683,3.2614370563906063,0.325,1.356240028570823,-0.10243833193235861,-5.348890644167808
66,-10.0,3.1174490092936673,0.33,-0.07201012158033385,0.01569793276638822,-6.352376974586002
67,-9.659258262890686,2.9691009278675073,0.335,1.0035328978920242,0.8037891531997552,-5.11126926550058
68,-8.660254037844382,2.8166002903181084,0.34,0.36163602504763415,-0.010280278675253593,-4.631956096291669
69,-7.071067811865487,2.6601603825766826,0.34500000000000003,-0.6451197546051243,0.14459183655936267,-3.857101357492043
70,-5.000000000000001,2.5000000000000018,0.35000000000000003,0.36139560550841393,-0.5894617456491626,-1.7032492438010765
71,-2.5881904510251945,2.3363431413653086,0.355,1.5380365664659692,-0.10983472617548007,0.4922479328324646
72,-7.347880794884118e-15,2.1694186955877908,0.36,-0.03582603910995154,0.3047630226043006,4.254727104246539
73,2.5881904510251807,1.9994601215987067,0.365,1.5646436558140062,-0.7776868669206212,6.711908267156298
74,4.999999999999988,1.8267051218319743,0.37,-2.6197451040897444,0.10042254655785479,8.241685842580948
75,7.071067811865477,1.651395309775836,0.375,0.8219025043752238,0.05039553632240315,10.275058862517792
76,8.660254037844377,1.4737758720545233,0.38,0.08704706823817122,0.02064372779371969,11.27985209216692
77,9.659258262890683,1.294095225512605,0.385,-0.29900735046586746,0.5185794493291216,11.790809562136756
78,9.999999999999998,1.1126046697815726,0.39,0.0917607765355023,0.16721925742426075,13.277686560586387
79,9.659258262890688,0.9295580358145727,0.395,-1.9875689146008928,0.739035949178222,11.164835621712943
80,8.660254037844384,0.7452113308808737,0.4,-0.21967188783751193,-0.4967947577970181,12.796209116327105
81,7.071067811865488,0.5598223805165399,0.405,0.3571125715117464,0.06796228360917399,8.823794937063447
82,5.000000000000032,0.37365046793212336,0.41000000000000003,1.477894044741516,0.04223339319497371,8.263344882078046
83,2.588190451025196,0.18695597138162726,0.41500000000000004,-0.5182702182736474,-0.53462724687754,6.14120841231719
84,8.572527594031473e-15,6.123233995736766e-16,0.42,-0.8084936028931876,0.47814750104567305,2.704538476647667
85,-2.588190451025214,-0.18695597138162823,0.425,-0.5017570435845365,1.162336652926409,-0.1504229145053249
86,-4.999999999999987,-0.37365046793211987,0.43,0.9154021177020741,-0.008503037241915498,-3.257841819949132
87,-7.071067811865451,-0.5598223805165387,0.435,0.32875110965968446,0.25251054413688345,-5.897517965666289
88,-8.660254037844375,-0.7452113308808703,0.44,-0.5297602037670388,0.04225923790766362,-6.131521753490087
89,-9.659258262890683,-0.9295580358145739,0.445,0.5132674331133561,-0.3567923349535879,-6.355818491739365
90,-9.999999999999998,-1.1126046697815715,0.45,0.09707754934804039,-0.9103801389010081,-8.51929707635901
91,-9.659258262890688,-1.2940952255126041,0.455,0.9686449905328892,-0.35288674154768257,-8.507250258734972
92,-8.660254037844402,-1.47377587205452,0.46,-0.7020530938773524,-0.6959791904758657,-9.183891365521667
93,-7.071067811865489,-1.651395309775833,0.465,-0.3276621465977682,0.8520510390295589,-6.229470881759809
94,-5.0000000000000036,-1.8267051218319754,0.47000000000000003,-0.39210815313215763,-0.057554846961619575,-3.6576659655510326
95,-2.5881904510251976,-1.9994601215987058,0.47500000000000003,-1.4635149481321186,-0.17295966452358535,-0.28997237004715726
96,-9.797174393178826e-15,-2.16941869558779,0.48,0.29612027706457605,0.44457691239390296,2.067091380351233
97,2.5881904510251785,-2.336343141365308,0.485,0.26105527217988933,-0.560875551427944,4.171316230619099
98,4.999999999999986,-2.4999999999999987,0.49,0.00511345664246089,-0.3834320190022762,5.883095106051593
99,7.071067811865475,-2.660160382576684,0.495,-0.23458713337514692,0.034036134624310516,7.702482520222255
100,8.660254037844393,-2.8166002903181098,0.5,-1.4153707420504142,0.5143844957117403,10.503299197647758
101,9.659258262890683,-2.969100927867507,0.505,-0.42064532276535904,0.2508425225843941,10.739189286992474
102,9.999999999999998,-3.117449009293667,0.51,-0.3427145165267695,0.1241625712579411,9.178796843984111
103,9.659258262890688,-3.261437056390604,0.515,-0.8022772692216189,0.039058867618008176,9.767930722372908
104,8.660254037844386,-3.4008636888545976,0.52,-0.16128571166600914,0.20011792776338758,8.76487544727632
105,7.071067811865465,-3.5355339059327373,0.525,0.4040508568145384,0.10082645256462731,7.5225875538579485
106,5.0000000000000036,-3.6652593591491325,0.53,1.8861859012105302,-0.5149861373884679,6.662056005277818
107,2.588190451025233,-3.7898586157272662,0.535,0.17457781283183896,0.02303961081657567,3.1969825426574103
108,1.1021821192326179e-14,-3.909157412340149,0.54,0.25755039072276437,-0.5368443294588763,0.5475096524979486
109,-2.588190451025177,-4.022988898833341,0.545,-0.07444591576616721,0.04054127145041186,-1.0221860189664673
110,-5.000000000000016,-4.131193871579975,0.55,-1.9187712152990415,-0.2403239707441207,-5.67242956928348
111,-7.071067811865474,-4.23362099614142,0.555,-0.026513875449216878,1.2696908113914307,-5.022503770721926
112,-8.660254037844373,-4.330127018922191,0.56,0.06023020994102644,-0.01994719187585596,-8.786289276607615
113,-9.659258262890681,-4.420576967523049,0.5650000000000001,2.463242112485286,-0.7021197831307944,-8.564427533929642
114,-9.999999999999998,-4.504844339512094,0.5700000000000001,-0.19236096478112252,-0.06709010533846228,-9.97180234604644
115,-9.65925826289068,-4.582811279349881,0.5750000000000001,0.30154734233361247,0.25967937281894404,-9.160496455782873
116,-8.660254037844387,-4.6543687432210215,0.58,-0.03471176970524331,0.8366819730762618,-7.978510147000341
117,-7.07106781186549,-4.719416651541837,0.585,-1.168678037619532,-0.2947261999693592,-6.878783976848102
118,-5.000000000000004,-4.777864028930704,0.59,1.1428228145150205,-0.79121398701182,-5.137700433308496
119,-2.588190451025234,-4.829629131445341,0.595,0.7519330326867741,0.4084185057154906,-3.03991499832838
120,-4.7773604779478537e-14,-4.874639560909118,0.6,0.7910319470430469,-0.6902993529498256,2.333497301087893
121,2.58819045102521,-4.912832366166441,0.605,-0.9093874547947389,-0.21807772075374252,2.0549627877477508
122,4.999999999999983,-4.944154131125643,0.61,1.4027943109360992,-0.12881024275549702,6.105250154380031
123,7.071067811865448,-4.968561049466212,0.615,-1.4018510627922809,-0.034816726650054086,5.491637247211096
124,8.660254037844373,-4.9860189859059005,0.62,0.5868570938002703,0.3445822285371678,8.77406971996148
125,9.659258262890681,-4.996503523941993,0.625,2.1904556258099785,-0.34181714114319384,10.307201967362403
126,9.999999999999998,-5.0,0.63,-0.9905363251306883,-0.13686462608338035,10.19740469579472
127,9.65925826289068,-4.9965035239419935,0.635,-0.5662977296027719,-0.007135176474694253,7.44744035159783
128,8.660254037844403,-4.9860189859059005,0.64,0.09965136508764122,0.07479897875939402,8.97753234275635
129,7.0710678118654915,-4.968561049466213,0.645,-0.5034756541161992,0.048913587353961334,6.165842785338606
130,5.000000000000005,-4.944154131125643,0.65,-1.5506634310661327,0.2180028876112899,4.994000762834412
131,2.5881904510252007,-4.912832366166441,0.655,0.06856297480602733,0.42191975482086863,2.020471778395346
132,-2.2056021997384124e-14,-4.874639560909119,0.66,-1.0623037137261049,0.196317057825484,-0.7607653455303299
133,-2.5881904510251754,-4.829629131445342,0.665,0.4735924306351816,0.22679276175460922,-2.3921500996964458
134,-4.999999999999983,-4.777864028930704,0.67,-0.9194242342338032,-0.7911115833732388,-5.915734018755357
135,-7.071067811865472,-4.719416651541838,0.675,1.5499344050175394,0.02511384958284022,-6.668711988561129
136,-8.66025403784439,-4.654368743221021,0.68,-0.7832532923362371,0.2397537740008043,-9.473139634590343
137,-9.659258262890692,-4.5828112793498805,0.685,-0.3220615162056756,0.36447059728522513,-10.792371659057792
138,-9.999999999999998,-4.504844339512095,0.6900000000000001,0.8135172173696698,-0.3461753871168971,-8.538618901313349
139,-9.65925826289069,-4.42057696752305,0.6950000000000001,-1.2308643164339552,-0.3295196374443225,-10.613596959585976
140,-8.660254037844387,-4.330127018922195,0.7000000000000001,0.22745993460412942,-0.28705033764179916,-8.228729310774812
141,-7.071067811865516,-4.233620996141421,0.705,1.307142754282428,0.2682069499456717,-5.461601923461903
142,-4.999999999999975,-4.131193871579973,0.71,-1.6074832345612275,0.5169405274621043,-5.278103135424954
143,-2.5881904510252363,-4.022988898833342,0.715,0.1846338585323042,-0.2037300536458008,-2.5098004680432267
144,-1.4695761589768237e-14,-3.90915741234015,0.72,0.25988279424842353,0.45398115681352447,1.0697747187197268
145,2.5881904510252083,-3.789858615727267,0.725,0.7818228717773104,0.061739904582297105,4.5533290533347195
146,4.999999999999951,-3.6652593591491343,0.73,-1.236950710878082,-0.06214288858121814,4.584618606234661
147,7.071067811865497,-3.5355339059327386,0.735,-1.3204566130842763,-0.10569211490898449,7.511476397868995
148,8.660254037844371,-3.400863688854596,0.74,0.5219415656168976,0.3733056823010786,8.507739555358388
149,9.659258262890681,-3.2614370563906054,0.745,0.29698467323318606,0.16278890839353505,10.564353224558937
150,9.999999999999998,-3.1174490092936677,0.75,0.25049285034587654,1.1379127138238188,11.40757836946977
151,9.659258262890699,-2.9691009278675096,0.755,0.3464482094969757,-0.42611232149866207,10.307331316252117
152,8.660254037844405,-2.816600290318113,0.76,-0.6800247215784908,0.25905085101498787,9.468258094253114
153,7.071067811865492,-2.6601603825766835,0.765,0.23225369716100355,-0.26460050490575643,7.422622264588915
154,5.000000000000008,-2.5000000000000018,0.77,0.29307247329868125,-0.4346434934943219,6.626120281745375
155,2.5881904510252034,-2.3363431413653095,0.775,-0.7143514180263678,-0.005433568517486072,4.82472549718941
156,5.144754517692059e-14,-2.169418695587791,0.78,1.8657745111447566,0.06867623970351801,1.384175533703564
157,-2.5881904510251723,-1.9994601215987073,0.785,0.4738329209117875,1.4590867775300462,-1.0129993710398912
158,-4.9999999999999805,-1.826705121831975,0.79,-1.1913034972026486,-0.09207290784160103,-3.0879139036975776
159,-7.071067811865471,-1.6513953097758365,0.795,0.6565536086338297,-0.5650893647423417,-3.991635745179286
160,-8.66025403784439,-1.4737758720545238,0.8,-0.9746816702273214,0.13650535874719286,-8.070447788832276
161,-9.659258262890672,-1.2940952255126037,0.805,0.787084603742452,-1.0373200187731841,-7.503940286334316
162,-9.999999999999998,-1.1126046697815735,0.81,1.158595579007404,-0.04597839130213293,-7.176816842463157
163,-9.65925826289069,-0.9295580358145756,0.8150000000000001,-0.8206823183517105,0.008012641147580213,-7.636085824691813
164,-8.660254037844425,-0.7452113308808763,0.8200000000000001,0.9633761292443218,0.3973001914726057,-7.865550498865975
165,-7.071067811865519,-0.559822380516545,0.8250000000000001,0.4127809269364983,0.48681112471392346,-3.9525916041244313
166,-4.999999999999978,-0.37365046793211953,0.8300000000000001,0.82206015999449,-0.2517848094538587,-0.9199165860405607
167,-2.58819045102517,-0.18695597138162784,0.835,1.8967929826539474,-0.0753070073149665,0.8081681582843062
168,-1.7145055188062946e-14,-1.2246467991473533e-15,0.84,-0.2453881160028705,-0.38306041530533547,1.9031926810331767
169,2.5881904510252056,0.18695597138162987,0.845,-0.7537361643574896,-0.564031277403847,4.833642662576962
170,5.00000000000001,0.3736504679321215,0.85,-0.8895144296255233,0.15494738969031727,9.201396098171921
171,7.071067811865444,0.559822380516538,0.855,-0.8158102849654383,-0.6367927742982996,10.625526671892699
172,8.660254037844371,0.7452113308808695,0.86,-0.0771017094141042,-0.20731345028593157,12.361019140139444
173,9.65925826289068,0.9295580358145689,0.865,0.3411519748166439,-0.4975869799496187,13.326754242075495
174,9.999999999999998,1.1126046697815708,0.87,0.27669079933001905,0.27484159314512985,13.007884044251524
175,9.659258262890699,1.2940952255126015,0.875,0.8271832490360238,0.900715049633244,13.359075410796518
176,8.660254037844407,1.4737758720545173,0.88,0.01300189187790702,-0.6507939914016656,12.153624953752058
177,7.071067811865444,1.6513953097758387,0.885,1.4535340771573169,-0.9265092414487845,11.564834218607235
178,5.00000000000001,1.826705121831977,0.89,-0.2646568332379561,-0.0624434426750337,9.92484628209063
179,2.5881904510252056,1.9994601215987051,0.895,2.720169166589619,0.00784889797887919,8.194426661033834
180,-1.7157434800794712e-14,2.1694186955877894,0.9,0.6256673477650062,0.10932965337864886,3.0478350328244117
181,-2.58819045102517,2.3363431413653073,0.905,-0.8571575564162826,-0.22316025761717245,1.384713802091721
182,-4.999999999999978,2.5,0.91,-1.0708924980611123,-0.10031964941271591,-0.5818890382252655
183,-7.071067811865468,2.6601603825766813,0.915,0.4824724152431853,0.1837552052703011,-2.1677821113614337
184,-8.660254037844354,2.8166002903181075,0.92,-0.2234627853258509,0.5202154463224195,-4.850358194360749
185,-9.65925826289067,2.969100927867504,0.925,0.714000494092092,-0.9775243851591414,-2.8019727166305164
186,-9.999999999999998,3.117449009293663,0.93,0.47323762457354485,-0.1844697195157311,-6.409418829797572
187,-9.659258262890672,3.2614370563906068,0.935,-0.07282891265687277,0.1069043969705317,-5.971248726128217
188,-8.66025403784439,3.4008636888545976,0.9400000000000001,-0.846793718068405,-0.458988052305368,-4.13288304905889
189,-7.071067811865471,3.535533905932737,0.9450000000000001,-1.5148472246858646,0.8655848158836498,-1.0327541007454137
190,-4.9999999999999805,3.6652593591491334,0.9500000000000001,-0.4465149520670211,-0.3177049401143685,-1.0520511806202935
191,-2.588190451025241,3.789858615727266,0.9550000000000001,0.8563987943234723,-0.020646343503641418,2.3039311682674755
192,-1.9594348786357652e-14,3.909157412340149,0.96,0.21409374413020396,0.2780110484211454,5.868442872663785
193,2.5881904510252034,4.022988898833341,0.965,-1.245738778711988,-0.29564239440094725,7.147109303477996
194,4.999999999999946,4.131193871579972,0.97,0.173180925851182,-0.9232865239022086,9.727539477530831
195,7.071067811865443,4.23362099614142,0.975,0.3853173797288368,-0.21432726345826664,12.709547119018353
196,8.66025403784437,4.330127018922191,0.98,-0.883857436201133,0.5147202779635203,13.809646736425153
197,9.659258262890662,4.420576967523046,0.985,0.1537251059455279,-0.16844756339256928,15.708170550606019
198,10.0,4.504844339512096,0.99,0.058208718445999896,-0.4232171507294893,16.25073818146919
199,9.659258262890681,4.582811279349881,0.995,-1.142970297830623,0.46283610475136083,14.894658871695862
200,8.660254037844371,4.6543687432210215,1.0,0.3577873603482833,-0.16538744801152636,14.31162205306086
201,7.071067811865497,4.719416651541837,1.0050000000000001,0.5607845263682344,-0.25508040682510863,12.749792240693282
202,5.000000000000012,4.777864028930704,1.01,1.083051243175277,0.07472804483165477,11.122624637220543
203,2.5881904510252083,4.829629131445342,1.0150000000000001,1.053802052034903,0.3853751048093937,8.416819653136459
204,5.634613237351001e-14,4.874639560909118,1.02,-1.377669367957091,1.190856765866273,5.162617860796284
205,-2.5881904510251674,4.912832366166441,1.025,-0.9378250399151228,0.41361805382871153,3.6105417221281813
206,-4.999999999999975,4.944154131125642,1.03,0.5150352672086598,0.5799199831941722,1.927472588328896
207,-7.071067811865417,4.968561049466212,1.035,0.5137859509122088,-0.25298309949392767,-2.628992167514778
208,-8.660254037844387,4.9860189859059005,1.04,0.5150476863060479,-0.5129340529847382,-3.016006722905641
209,-9.65925826289069,4.9965035239419935,1.045,3.852731490654721,0.03116567480956148,-3.5080260329985093
210,-9.999999999999998,4.999999999999999,1.05,0.570890510693167,0.053584957629798105,-4.522151524217927
211,-9.659258262890692,4.9965035239419935,1.055,1.135565640180599,-0.5392563706822986,-3.4972494781454886
212,-8.66025403784439,4.9860189859059005,1.06,0.9540017634932023,-0.08764726495200642,-2.2942580451047054
213,-7.071067811865472,4.968561049466213,1.065,0.651391251305798,0.19965880085956544,-1.3961051865437462
214,-5.000000000000044,4.944154131125642,1.07,-0.3152692446403456,0.18019669750904008,-1.065156305856665
215,-2.5881904510252434,4.912832366166441,1.075,0.7589692204932674,0.2521439266921362,2.4240944264142272
216,-2.2043642384652358e-14,4.87463956090912,1.08,-0.7728252145375718,0.14548236506872148,6.017220188760271
217,2.588190451025132,4.829629131445343,1.085,-0.23681860674000887,-0.2535043296350279,5.799267864134354
218,4.999999999999944,4.777864028930706,1.09,-0.48536354782910346,-0.2569503133244216,11.257569640129724
219,7.0710678118654915,4.719416651541837,1.095,0.08187413938632256,-0.599475698996938,12.907374802068247
220,8.660254037844403,4.654368743221021,1.1,2.3146585666735087,0.8923875195925475,15.924015596640238
221,9.65925826289068,4.582811279349881,1.105,-1.867265192591748,0.0067251823096465034,14.337301513514292
222,9.999999999999998,4.504844339512096,1.11,0.6862601903745135,-0.11242652789742597,13.907933234860334
223,9.659258262890681,4.42057696752305,1.115,-1.6127158711896517,-0.46439604072622936,14.798582494427887
224,8.660254037844409,4.330127018922195,1.12,-0.47193186578943347,1.4678289511638891,14.970243381915736
225,7.071067811865498,4.233620996141425,1.125,1.088950596967366,-0.5366640161114478,13.325674531826014
226,5.000000000000014,4.131193871579974,1.1300000000000001,0.06428001909546277,-0.2144239628030367,9.663285358447908
227,2.588190451025279,4.022988898833343,1.135,-1.0777447779293061,0.20791841814303025,7.5015621692475785
228,5.879542597180473e-14,3.909157412340151,1.1400000000000001,-0.7153037092599682,0.30010648287213887,4.483729226655419
229,-2.588190451025165,3.789858615727267,1.145,0.6795977489346758,0.478966027607842,2.0481016129281575
230,-5.0000000000000355,3.665259359149129,1.1500000000000001,-0.7303666317171367,0.9038042538846316,0.6182109723917323
231,-7.071067811865466,3.5355339059327355,1.155,0.21645858958197486,0.25307882773035617,-3.016081248263599
232,-8.660254037844387,3.400863688854596,1.16,0.045571839903813784,-0.5280153999833338,-4.554005325909568
233,-9.659258262890688,3.261437056390606,1.165,-0.6516003476058171,-0.12847256256089076,-5.955087602011127
234,-9.999999999999998,3.1174490092936686,1.17,2.1439440893253257,0.15391618625694248,-5.804898668569109
235,-9.659258262890692,2.96910092786751,1.175,0.6339190223180112,1.034113020752912,-4.588989356712159
236,-8.66025403784439,2.8166002903181138,1.18,-2.025142586657607,-0.6989027392121485,-3.82018450381825
237,-7.071067811865524,2.660160382576687,1.185,0.18645431476942764,0.6012882526126138,-2.587823905881304
238,-5.000000000000045,2.500000000000006,1.19,-0.661786464768388,0.0899571847732084,-1.9541384614045711
239,-2.5881904510252456,2.33634314136531,1.195,0.852433334796224,0.41891526761474035,2.744558278651373
240,-9.554720955895707e-14,2.169418695587792,1.2,-0.7925207384327007,-0.05099735831796599,5.39041479366017
241,2.5881904510251985,1.999460121598708,1.205,-0.11473644146689901,-0.4212163150631632,6.199384088560891
242,5.0000000000000036,1.8267051218319716,1.21,0.5049872789804571,0.375436389700666,8.92954897020602
243,7.07106781186549,1.6513953097758334,1.215,0.8657551941701215,0.3272155135528106,11.81674208042644
244,8.660254037844368,1.4737758720545202,1.22,-1.2002964070557762,0.48602848286986094,13.603154898269922
245,9.65925826289068,1.2940952255126046,1.225,-0.3345012358409484,-0.006652317689317655,13.014422956545584
246,9.999999999999998,1.112604669781574,1.23,-0.4749453111609562,-0.2999110116599247,12.547867815577945
247,9.659258262890683,0.9295580358145762,1.235,-0.6533292325737119,-0.7793934975119208,13.590234046292592
248,8.66025403784441,0.745211330880877,1.24,1.7654542402810969,0.4096866340697032,13.482719097289987
249,7.07106781186555,0.5598223805165455,1.245,0.40498171096095553,0.21194474122199303,10.743573149882492
250,5.000000000000017,0.37365046793212897,1.25,-1.2608839543350452,-0.48289131643197963,7.5637643082964106
251,2.5881904510251443,0.18695597138162848,1.2550000000000001,0.9178619470547761,-0.2692868366483121,6.980601321961197
252,-9.809554005910593e-15,1.8369701987210296e-15,1.26,2.1221561970126332,-0.23337940597572027,4.29573772214458
253,-2.588190451025163,-0.18695597138162479,1.2650000000000001,1.0324652605511468,-0.7414922159912091,0.20417350632745368
254,-5.000000000000034,-0.3736504679321165,1.27,-1.5193699659540134,-0.4088411983025669,-2.3742445585380154
255,-7.071067811865463,-0.5598223805165419,1.2750000000000001,-0.48423407286625136,-0.5669151784031771,-5.359306767443644
256,-8.660254037844348,-0.7452113308808734,1.28,1.2669111491866227,-0.20623950594396834,-4.844697943972859
257,-9.659258262890688,-0.9295580358145726,1.285,-0.7076694656187807,-0.3693487491647814,-7.298059850906371
258,-9.999999999999998,-1.1126046697815704,1.29,0.44381942814622843,-0.8135024604333744,-7.563075418398041
259,-9.659258262890711,-1.2940952255126006,1.295,0.7746340534293368,1.0112951152847407,-6.704085736211685
260,-8.660254037844393,-1.4737758720545167,1.3,-0.926930471578083,0.6262703655146153,-6.280347919329417
261,-7.071067811865525,-1.6513953097758296,1.305,-0.05952535606180008,-0.3895097107599928,-3.93262999539553
262,-4.999999999999987,-1.826705121831976,1.31,-3.2412673400690726,0.13621069832680494,-3.0892392680438387
263,-2.5881904510252483,-1.9994601215987045,1.315,-1.0243876413342898,0.2087325449106475,-0.6844909727680649
264,4.411204399476825e-14,-2.1694186955877885,1.32,-0.2525681513931603,0.5955429273867384,2.8300090193020715
265,2.588190451025196,-2.3363431413653064,1.325,-1.2477831819648495,-0.4093025133300393,4.650343477373375
266,4.9999999999999405,-2.4999999999999956,1.33,1.6324113039316352,0.546053391991213,7.283049021349726
267,7.071067811865488,-2.6601603825766773,1.335,-1.4301413779606327,-0.27395265210346753,8.519775415389423
268,8.660254037844366,-2.816600290318111,1.34,-0.44004448669698376,-0.6679312020843067,10.274569115393287
269,9.65925826289066,-2.9691009278675073,1.345,0.13074057728609134,0.36206827965724864,11.999345874647817
